order_id,promised_time,on_demand,total_minutes,number_products,found,sen_ADVANCED_x,sen_BEGINNER_x,sen_INTERMEDIATE_x,sen_REVIEW_x,sen_ADVANCED_y,sen_BEGINNER_y,sen_INTERMEDIATE_y,sen_REVIEW_y,order_sb_distance,store_1,store_2,store_3,store_4,store_5,store_6,store_7,store_8,store_9,store_10,store_11,store_12,store_13,store_14,store_15,store_16,store_17
5ba90f8eeaa50112fb7791cb3e8e4418,10.0,0,108.72188500000001,38.0,1.0,1,0,0,0,1,0,0,0,2.9380960100488758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95bf11c954103840fb9a1c25b16c417a,12.0,0,152.658329,51.0,1.0,1,0,0,0,1,0,0,0,2.4400374086353906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96c42aada6a93e4e01a8df9ffd214d42,16.0,0,67.914597,1.0,1.0,0,0,1,0,0,0,1,0,2.9311510926396047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21322e3a9915d7031c4365a75c54e77f,16.0,0,64.75722900000001,10.0,1.0,1,0,0,0,1,0,0,0,4.427269731311673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6da10bb2a09637c17d693f424cf786a9,10.0,0,78.286028,14.0,1.0,1,0,0,0,1,0,0,0,2.5920271253757163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47fa1ecc17a79ee220f48f0aef32435f,11.0,0,39.339197,2.0,0.0,0,1,0,0,0,1,0,0,1.2663541348399237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7174beced99bba4ca2caf472e4a079b3,11.0,0,125.19688799999999,16.0,1.0,1,0,0,0,1,0,0,0,5.401820196630085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254115f5a1ee2f49129c9ef859377b02,11.0,0,109.999518,5.0,0.0,0,0,1,0,0,0,1,0,3.629552262366725,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b145ee8b457318dc87e334379e9e61f7,11.0,0,96.62399,4.0,0.0,1,0,0,0,1,0,0,0,4.209708254939994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8eaab520df765fcfab4f91d3c26ea2b1,13.0,0,85.479215,8.0,0.0,0,0,1,0,0,0,1,0,3.8412338715435745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8400c9175195e99ee24d2b941f8fa0fe,13.0,0,102.035157,26.0,1.0,1,0,0,0,1,0,0,0,1.370380277112668,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
e311965d93a20e58f9cc36cb274aad6f,22.0,0,84.596435,17.0,1.0,1,0,0,0,1,0,0,0,6.022487421373756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c9db5bce317a2b5a47e053517451cc7,13.0,0,84.785838,33.0,1.0,1,0,0,0,1,0,0,0,0.5999170373645847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c43b7662095fd3152449b37d16c8ef2,12.0,0,134.785689,39.0,1.0,1,0,0,0,1,0,0,0,2.0404357925764147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49d95b850e61b8d2779c871f229141f0,12.0,0,138.170118,28.0,1.0,0,0,1,0,0,0,1,0,2.310929601455214,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9827d0d9df84d461743dd75748fb2e75,11.0,0,74.098045,2.0,1.0,0,0,0,1,0,0,0,1,2.869338753695061,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7822a0b0dcb7a1fa62e774f0a549f655,18.0,0,66.000895,17.0,1.0,0,0,1,0,0,0,1,0,3.495995627775055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b70eb4717dc7a94b51e8e4d37415fae,10.0,0,99.77999,23.0,1.0,1,0,0,0,1,0,0,0,5.061379903362162,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
d3e688196e5936a48ab12b5b9aee1921,12.0,0,92.039877,35.0,1.0,1,0,0,0,1,0,0,0,1.453671792193285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b59e4299d17841d3f805866677d952e9,11.0,0,70.811336,2.0,0.0,0,0,0,1,0,0,0,1,15.94891770993184,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b075084b2da71c8c73f725f1f0ce8ca6,9.0,0,136.332667,38.0,1.0,0,0,0,1,0,0,0,1,10.266994676706304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8e21cc378abfd4cfd14e4e0ad4a41e0b,11.0,0,86.786826,21.0,1.0,1,0,0,0,1,0,0,0,4.375004590138343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b359cfc8d894e31db164ca71c4904ac,12.0,0,39.056521000000004,12.0,1.0,1,0,0,0,1,0,0,0,1.5738302607839159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e405d5d624849101e73c1d2535674b08,13.0,0,82.695854,36.0,1.0,1,0,0,0,1,0,0,0,0.6143088030014323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5fe8f5aea5863d4309c2f96616378105,10.0,0,126.2643,19.0,1.0,0,0,1,0,0,0,1,0,4.551117131836013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578f7f7bbab9f883b413cedddb38b83a,12.0,0,77.21039499999999,16.0,1.0,1,0,0,0,1,0,0,0,3.9054234316327157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3113336474f2c4297010c04859d5d2d,12.0,0,66.058154,3.0,1.0,1,0,0,0,1,0,0,0,8.517712335640791,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7524b2655f1989742bddce69dd616dea,11.0,0,96.479045,9.0,1.0,0,0,1,0,0,0,1,0,2.469846797447277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b7614975ffa4d914589693e54965456,11.0,0,97.013521,12.0,1.0,1,0,0,0,1,0,0,0,0.5492708546912642,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77eefd99e0513d514b0d5168795257ad,11.0,0,61.476766000000005,21.0,1.0,1,0,0,0,1,0,0,0,1.4153541023452196,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed6dcf2dd5623aed7ae97161ead81adb,12.0,0,53.613172,1.0,1.0,0,0,1,0,0,0,1,0,0.6782396278442411,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ef1b23a20f953d10cc9225d3b6c0ffd7,11.0,0,62.223170999999994,4.0,0.0,1,0,0,0,1,0,0,0,0.5109928322062195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e58080e6a943965754a94f38c461ec1,10.0,0,99.769101,33.0,1.0,1,0,0,0,1,0,0,0,3.4506499328171913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643c5c8716dfd9edf4d00abd3f2f2e50,11.0,0,142.533196,45.0,1.0,1,0,0,0,1,0,0,0,0.8706472651008134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9b85678d46b17fff5ff35e37ae8ca259,12.0,0,54.075571999999994,6.0,1.0,1,0,0,0,1,0,0,0,0.6927152439154279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fd412ad6ab4076ec958830af42762881,12.0,0,146.109882,43.0,1.0,0,0,1,0,0,0,1,0,1.759948147016392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541b78435e980ac5d61fb3d9ee8d375f,11.0,0,74.09648299999999,20.0,1.0,1,0,0,0,1,0,0,0,1.5164216606607717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f5945c184c87155a96a8b888eb9bb0c,14.0,0,56.535204,3.0,0.0,0,0,1,0,0,0,1,0,3.8469676832781303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
de91718b9ccd96315dace8f98987dfb4,11.0,0,77.11669,3.0,1.0,0,0,1,0,0,0,1,0,5.844976748853747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bd6e0fea153f02d3616380d7e9f23788,11.0,0,95.04884200000001,14.0,1.0,1,0,0,0,1,0,0,0,8.12248388739323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5dd5fe67ff6276d0bbc425bb262ae5c8,11.0,0,109.886393,20.0,1.0,0,0,1,0,0,0,1,0,3.642254160862259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
035a94a223b3f8e435e88e9dacc5e74b,19.0,0,107.68815500000001,26.0,1.0,0,0,0,1,0,0,0,1,1.006611839311293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cafa04fa7491edcc5280c7c23237c3f1,19.0,0,39.351727000000004,3.0,0.0,0,0,1,0,0,0,1,0,2.739200386065645,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
d42da1b11efc23c5ede59eb07b0474f5,11.0,0,105.352962,25.0,1.0,1,0,0,0,1,0,0,0,4.773337221429243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6eb5c080843c2a916a79cba26aa53548,11.0,0,100.92031800000001,21.0,1.0,0,0,1,0,0,0,1,0,5.044166602274803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0eaec31e917dc7b70e667a298251eb17,10.0,0,102.561538,40.0,1.0,1,0,0,0,1,0,0,0,1.6938382581481317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339658687b061d70055e5cc98805ae40,22.0,0,42.154866999999996,1.0,0.0,0,0,1,0,0,0,1,0,0.6573301787465438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
afa064544df9f9c31bc4bad8d51d0296,10.0,0,66.918801,7.0,1.0,1,0,0,0,1,0,0,0,2.2327150212677727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5a2e2c25fbdcaef61b69e2dda394f1b9,14.0,0,124.814472,36.0,1.0,0,0,1,0,0,0,1,0,1.1588992642046005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4aed4697914eba2585333497c5c491ff,10.0,0,141.706889,48.0,1.0,1,0,0,0,1,0,0,0,10.376447632791729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62b1c78b570719b5b77b76977bb1152b,12.0,0,50.873401,12.0,1.0,0,0,1,0,0,0,1,0,0.8345058206983299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
b48d31f22cf36c9f2dea26135c7067fd,10.0,0,101.923891,21.0,1.0,0,0,0,1,0,0,0,1,1.0700388339615263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3a14e24f952e7b52462e1a447527e3f5,15.0,0,73.32368699999999,19.0,1.0,1,0,0,0,1,0,0,0,0.8075147875650582,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b90cc7f6c8b74d7a70e78c01db2932b6,10.0,0,142.018453,37.0,1.0,0,0,0,1,0,0,0,1,1.3883620523949178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115f3dd945f030d49cb495fa647f87f4,10.0,0,120.84378500000001,6.0,1.0,1,0,0,0,1,0,0,0,5.830651924153894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3eb3907b80a8d731cad4dea2134bae37,10.0,0,97.798878,19.0,1.0,1,0,0,0,1,0,0,0,1.523384577543636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c138cfd668cdc2d13c0a851f0fff21ea,20.0,0,70.305159,1.0,0.0,0,0,1,0,0,0,1,0,2.2471432516156016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bd09efc097243e18cd0d6c62c54b9207,10.0,0,99.40326999999999,15.0,1.0,1,0,0,0,0,0,0,1,2.1645873032042915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aede4e5a5a471ecdf411e6ae5db9e6d4,11.0,0,59.31694399999999,5.0,0.0,1,0,0,0,0,0,1,0,2.2778851501526534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6f8f0120ef8b10399da2bc4f12b8880a,9.0,0,47.875778000000004,3.0,1.0,1,0,0,0,1,0,0,0,1.6266817792167976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ee1718c6c02bfc3a2760ecc0b81609c3,11.0,0,117.08323999999999,17.0,1.0,0,0,1,0,0,0,1,0,3.388162351263337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
005dc06b3e459d9ff5829eb00f22a03e,12.0,0,53.415884999999996,2.0,1.0,0,0,0,1,0,0,0,1,3.070306541981242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ea96ea8b419fd737661851a38415d9aa,11.0,0,72.127214,4.0,1.0,1,0,0,0,1,0,0,0,2.720817762794573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70f1da9ce64772ecca7aa378e4db8b74,10.0,0,105.61555200000001,23.0,1.0,0,0,1,0,0,0,1,0,2.3362601554987243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90d5d5ad66553b63737a18c86140575b,10.0,0,61.940342,12.0,1.0,0,0,1,0,0,0,1,0,0.5599359007569831,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
627a4ea9c4d95125af72f5393dd2f1a0,11.0,0,59.754001,11.0,1.0,1,0,0,0,1,0,0,0,3.654246945980678,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7c72f6d046d26582c36994a7efc2b9c1,11.0,0,111.921655,8.0,0.0,1,0,0,0,1,0,0,0,2.792841969670207,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a86637d6007b90fa81c23d35defa59a,11.0,0,112.843722,45.0,1.0,1,0,0,0,1,0,0,0,3.535468264201109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61f210c585c956b95daf46958f89a073,11.0,0,127.548442,32.0,1.0,1,0,0,0,1,0,0,0,3.5262331342472857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
624fdbc380970728e69a2ce39133436b,13.0,0,176.87071799999998,40.0,1.0,0,0,0,1,0,0,0,1,2.2862890507442994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ca602c75ca14b24fdda57522bd26f57,13.0,0,121.42374199999999,17.0,1.0,0,0,0,1,0,0,0,1,1.8342464784454304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a243c83c7709c30d066269c56174de08,13.0,0,129.303186,39.0,1.0,1,0,0,0,1,0,0,0,3.719670379047082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34086b462d646153ce9d705ff5840b92,13.0,0,98.430727,2.0,1.0,0,1,0,0,0,1,0,0,3.8367712199529604,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28c64fae104a84e92766020d73ff2fbc,13.0,0,81.747231,6.0,1.0,0,0,1,0,0,0,1,0,3.86075160703047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897ce1096b1a371cd09b3381020b8780,11.0,0,82.6619,20.0,1.0,0,0,1,0,0,0,1,0,0.4464287956167498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a970be1efa3ab831b6472cd8ce4c53d,14.0,0,27.159287,1.0,0.0,0,0,1,0,0,0,1,0,0.2316442390360474,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1ea99bc38542dbe412f403484bbe0ccb,10.0,0,139.96785,24.0,1.0,0,0,0,1,1,0,0,0,5.17635778568577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224ff90357a308a1368f88bfcdb51740,14.0,0,159.402741,41.0,1.0,1,0,0,0,1,0,0,0,1.6720268392125281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f409ea9facf87a111db9629b5c7609d8,11.0,0,112.230628,36.0,1.0,1,0,0,0,1,0,0,0,1.7482503410972305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f13de1ac64afb3450f2d3362489b1d3a,15.0,0,88.671726,27.0,1.0,0,0,1,0,0,0,1,0,2.120181413987311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541fbd6d1d99e82d15301c72a6c416a5,11.0,0,140.677447,30.0,1.0,1,0,0,0,1,0,0,0,2.354442533329701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d3f8ff1bc6468f7b6fd00b86a7dd612c,10.0,0,96.39885100000001,35.0,1.0,1,0,0,0,1,0,0,0,1.6905340150638215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5fba5666d524a3ed0dfa93dcf1134791,10.0,0,98.975382,28.0,1.0,0,0,0,1,0,0,0,1,4.464118119754618,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6988f19191e4292846bcc12f1e476ea4,11.0,0,85.219536,4.0,1.0,1,0,0,0,1,0,0,0,6.366705503815774,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aef5346e229faaf33a81d80a33a102b7,12.0,0,193.569646,66.0,1.0,1,0,0,0,1,0,0,0,8.516087140442309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b09f9a228bfac3b6fb25f7c102de372,11.0,0,165.192833,50.0,1.0,1,0,0,0,1,0,0,0,2.6660411790214114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9bc81e19a0da3339f6c7760ca0a5b135,12.0,0,77.76127199999999,12.0,1.0,1,0,0,0,1,0,0,0,5.461872148770758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9c05b9d035ac16d7effdbf97677611da,10.0,0,100.979843,14.0,1.0,0,0,1,0,0,0,1,0,4.193293153298351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43a3fdfce932887bde425a84fa9149ed,11.0,0,113.663568,41.0,1.0,1,0,0,0,1,0,0,0,2.883947402247697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fac7e97ec05f95b5f18662fe1c024d23,10.0,0,130.602114,41.0,1.0,1,0,0,0,1,0,0,0,5.0170173755424505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
aa6581e860a4f9d7b6d61c895c82538a,12.0,0,91.208772,25.0,1.0,1,0,0,0,1,0,0,0,6.169076107336256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3435bee36167d39bf93c6976afafa8a,10.0,0,123.639705,37.0,1.0,1,0,0,0,1,0,0,0,1.7600136127641488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
